class_index,make_id,make_name,model_id,class_name,folder_path,sample_image,total_samples,correct_samples,accuracy_pct
394,28,Mitsubishi,1867,Grandis,../../compcars_cctv/extracted/data_extracted/data/image/28/1867,../../compcars_cctv/extracted/data_extracted/data/image/28/1867/2009/24c55704b96e5e.jpg,13,9,69.23
395,28,Mitsubishi,1871,Evo,../../compcars_cctv/extracted/data_extracted/data/image/28/1871,../../compcars_cctv/extracted/data_extracted/data/image/28/1871/2008/3e9b762d40dea0.jpg,34,11,32.35
396,28,Mitsubishi,1874,ASX abroad version,../../compcars_cctv/extracted/data_extracted/data/image/28/1874,../../compcars_cctv/extracted/data_extracted/data/image/28/1874/2010/da0b0f928c33e9.jpg,27,17,62.96
397,28,Mitsubishi,1885,Outlander abroad version,../../compcars_cctv/extracted/data_extracted/data/image/28/1885,../../compcars_cctv/extracted/data_extracted/data/image/28/1885/2010/838ad53ed55135.jpg,59,35,59.32
398,28,Mitsubishi,1886,Mitsubishi Fortis,../../compcars_cctv/extracted/data_extracted/data/image/28/1886,../../compcars_cctv/extracted/data_extracted/data/image/28/1886/2013/28a9c35ce3cf20.jpg,10,2,20.0
399,28,Mitsubishi,1889,Mitsubishi Lancer EX,../../compcars_cctv/extracted/data_extracted/data/image/28/1889,../../compcars_cctv/extracted/data_extracted/data/image/28/1889/2010/5256017f2ab1a0.jpg,58,25,43.1
400,128,SAAB,1893,SAAB D70,../../compcars_cctv/extracted/data_extracted/data/image/128/1893,../../compcars_cctv/extracted/data_extracted/data/image/128/1893/2013/bafe0db40a90de.jpg,14,4,28.57
401,43,Wuling,1899,Wulinghongguang,../../compcars_cctv/extracted/data_extracted/data/image/43/1899,../../compcars_cctv/extracted/data_extracted/data/image/43/1899/2010/5d1b1912c7ba32.jpg,32,31,96.88
402,43,Wuling,1901,Wulingzhiguang,../../compcars_cctv/extracted/data_extracted/data/image/43/1901,../../compcars_cctv/extracted/data_extracted/data/image/43/1901/2010/01e35b746d1160.jpg,16,8,50.0
403,43,Wuling,1904,Wulingrongguang,../../compcars_cctv/extracted/data_extracted/data/image/43/1904,../../compcars_cctv/extracted/data_extracted/data/image/43/1904/2011/7108ba6c97be26.jpg,22,21,95.45
404,157,Chevy,1905,AVEO hatchback,../../compcars_cctv/extracted/data_extracted/data/image/157/1905,../../compcars_cctv/extracted/data_extracted/data/image/157/1905/2014/b5d32ba0af6f45.jpg,27,15,55.56
405,157,Chevy,1906,Trax,../../compcars_cctv/extracted/data_extracted/data/image/157/1906,../../compcars_cctv/extracted/data_extracted/data/image/157/1906/2014/4ee75cc1008101.jpg,13,4,30.77
406,157,Chevy,1907,Epica,../../compcars_cctv/extracted/data_extracted/data/image/157/1907,../../compcars_cctv/extracted/data_extracted/data/image/157/1907/2010/fcb8e2b2826136.jpg,36,17,47.22
407,157,Chevy,1908,Cruze sedan,../../compcars_cctv/extracted/data_extracted/data/image/157/1908,../../compcars_cctv/extracted/data_extracted/data/image/157/1908/2012/2061a3d11bd0c4.jpg,82,55,67.07
408,157,Chevy,1909,Cruze hatchback,../../compcars_cctv/extracted/data_extracted/data/image/157/1909,../../compcars_cctv/extracted/data_extracted/data/image/157/1909/2013/6fd8dff17aab1e.jpg,11,3,27.27
409,157,Chevy,1910,Captiva,../../compcars_cctv/extracted/data_extracted/data/image/157/1910,../../compcars_cctv/extracted/data_extracted/data/image/157/1910/2011/418d9ffaa4157b.jpg,48,32,66.67
410,157,Chevy,1911,Aveo,../../compcars_cctv/extracted/data_extracted/data/image/157/1911,../../compcars_cctv/extracted/data_extracted/data/image/157/1911/2009/f16104c6e52313.jpg,15,5,33.33
411,157,Chevy,1912,Lova,../../compcars_cctv/extracted/data_extracted/data/image/157/1912,../../compcars_cctv/extracted/data_extracted/data/image/157/1912/2009/10da5c07f4548f.jpg,35,15,42.86
412,157,Chevy,1913,Malibu,../../compcars_cctv/extracted/data_extracted/data/image/157/1913,../../compcars_cctv/extracted/data_extracted/data/image/157/1913/2013/de5388f051464c.jpg,55,27,49.09
413,157,Chevy,1914,Sail hatchback,../../compcars_cctv/extracted/data_extracted/data/image/157/1914,../../compcars_cctv/extracted/data_extracted/data/image/157/1914/2011/06ebae9e4fb380.jpg,23,16,69.57
414,157,Chevy,1915,Sail sedan,../../compcars_cctv/extracted/data_extracted/data/image/157/1915,../../compcars_cctv/extracted/data_extracted/data/image/157/1915/2011/e1e6229a0a0296.jpg,41,33,80.49
415,157,Chevy,1917,Aveo sedan,../../compcars_cctv/extracted/data_extracted/data/image/157/1917,../../compcars_cctv/extracted/data_extracted/data/image/157/1917/2011/06a0516b55d8d4.jpg,33,22,66.67
416,157,Chevy,1946,Camaro,../../compcars_cctv/extracted/data_extracted/data/image/157/1946,../../compcars_cctv/extracted/data_extracted/data/image/157/1946/2011/88b48f1d9be07f.jpg,52,44,84.62
417,38,Zhonghua,1951,Zhonghua H330,../../compcars_cctv/extracted/data_extracted/data/image/38/1951,../../compcars_cctv/extracted/data_extracted/data/image/38/1951/2013/a4783c1b4b3b30.jpg,8,7,87.5
418,38,Zhonghua,1952,Zhonghua H530,../../compcars_cctv/extracted/data_extracted/data/image/38/1952,../../compcars_cctv/extracted/data_extracted/data/image/38/1952/2011/92a08ff1440c88.jpg,22,11,50.0
419,38,Zhonghua,1953,Zhonghua V5,../../compcars_cctv/extracted/data_extracted/data/image/38/1953,../../compcars_cctv/extracted/data_extracted/data/image/38/1953/2014/58ea97bdbaa8db.jpg,17,12,70.59
420,38,Zhonghua,1954,Zhonghua Junjie,../../compcars_cctv/extracted/data_extracted/data/image/38/1954,../../compcars_cctv/extracted/data_extracted/data/image/38/1954/2011/35faf2e0a881f5.jpg,26,7,26.92
421,38,Zhonghua,1955,Zhonghua Junjie CROSS,../../compcars_cctv/extracted/data_extracted/data/image/38/1955,../../compcars_cctv/extracted/data_extracted/data/image/38/1955/2010/148afcaa2db4af.jpg,27,15,55.56
422,38,Zhonghua,1956,Zhonghua Junjie FRV,../../compcars_cctv/extracted/data_extracted/data/image/38/1956,../../compcars_cctv/extracted/data_extracted/data/image/38/1956/2008/d1fe9fcf5513ae.jpg,30,16,53.33
423,38,Zhonghua,1957,Zhonghua Junjie FSV,../../compcars_cctv/extracted/data_extracted/data/image/38/1957,../../compcars_cctv/extracted/data_extracted/data/image/38/1957/2011/047ef9ede9fada.jpg,29,18,62.07
424,38,Zhonghua,1958,Zhonghua Junjie Wagon,../../compcars_cctv/extracted/data_extracted/data/image/38/1958,../../compcars_cctv/extracted/data_extracted/data/image/38/1958/2008/ec5155206a5a67.jpg,23,14,60.87
425,38,Zhonghua,1959,Zhonghua Zunchi,../../compcars_cctv/extracted/data_extracted/data/image/38/1959,../../compcars_cctv/extracted/data_extracted/data/image/38/1959/2008/fb77265ed80366.jpg,32,26,81.25
426,38,Zhonghua,1961,Zhonghua H230,../../compcars_cctv/extracted/data_extracted/data/image/38/1961,../../compcars_cctv/extracted/data_extracted/data/image/38/1961/2012/d3dff6d4f9a2b0.jpg,11,9,81.82
427,84,Brabus,1962,Brabus S Class,../../compcars_cctv/extracted/data_extracted/data/image/84/1962,../../compcars_cctv/extracted/data_extracted/data/image/84/1962/2014/6598c2b218a804.jpg,18,3,16.67
428,37,Zxauto,1983,Grandtiger G3,../../compcars_cctv/extracted/data_extracted/data/image/37/1983,../../compcars_cctv/extracted/data_extracted/data/image/37/1983/2010/32f7e44e919ea1.jpg,20,16,80.0
429,37,Zxauto,1984,Grandtiger TUV,../../compcars_cctv/extracted/data_extracted/data/image/37/1984,../../compcars_cctv/extracted/data_extracted/data/image/37/1984/2013/67d5f5151516b3.jpg,22,17,77.27
430,37,Zxauto,1993,Qijian A9,../../compcars_cctv/extracted/data_extracted/data/image/37/1993,../../compcars_cctv/extracted/data_extracted/data/image/37/1993/2010/a61f681dab841a.jpg,12,9,75.0
